SubId,Match,CurrentPeriod,NativeSpending,SettlerSpending,InitNativeSaving,EndNativeSaving,InitSettlerSaving,EndSettlerSaving,InitNativeLand,EndNativeLand,InitSettlerLand,EndSettlerLand,NativeIncome,SettlerIncome,TreatyType,TreatyPayment,TreatyEndingReason
117,4,11,0,0,752,801,1130,1261,39,39,61,61,49,131,lumpsum,119,NativeBroken
117,4,12,0,0,801,851,1261,1392,39,39,61,61,49,131,,,
117,4,13,31,16,851,869,1392,1506,39,53,61,47,49,131,,,
118,1,1,5,35,100,165,100,128,65,63,35,37,70,63,,,
118,1,2,0,0,165,363,128,69,63,34,37,66,69,69,lumpsum,129,ContinueTreaty
118,1,3,0,0,363,406,69,208,34,34,66,66,44,140,lumpsum,129,ContinueTreaty
118,1,4,0,0,406,450,208,348,34,34,66,66,44,140,lumpsum,129,ContinueTreaty
118,1,5,0,0,450,494,348,487,34,34,66,66,44,140,lumpsum,129,ContinueTreaty
118,1,6,0,0,494,538,487,627,34,34,66,66,44,140,lumpsum,129,ContinueTreaty
118,1,7,0,0,538,581,627,766,34,34,66,66,44,140,lumpsum,129,MatchEnding
118,2,1,0,40,100,170,100,123,65,60,35,40,70,63,,,
118,2,2,0,0,170,359,123,77,60,49,40,51,68,76,lumpsum,121,ContinueTreaty
118,2,3,0,0,359,418,77,186,49,49,51,51,59,108,lumpsum,121,MatchEnding
118,3,1,0,39,100,170,100,124,65,60,35,40,70,63,,,
118,3,2,0,0,170,356,124,83,60,39,40,61,67,77,lumpsum,118,ContinueTreaty
118,3,3,0,0,356,405,83,214,39,39,61,61,49,131,lumpsum,118,ContinueTreaty
118,3,4,0,0,405,455,214,345,39,39,61,61,49,131,lumpsum,118,ContinueTreaty
118,3,5,0,0,455,504,345,476,39,39,61,61,49,131,lumpsum,118,ContinueTreaty
118,3,6,0,0,504,554,476,606,39,39,61,61,49,131,lumpsum,118,NativeBroken
118,3,7,0,0,554,603,606,737,39,39,61,61,49,131,,,
118,3,8,32,14,603,621,737,854,39,53,61,47,49,131,,,
118,3,9,0,0,621,788,854,848,53,32,47,68,62,98,lumpsum,104,NativeBroken
118,3,10,0,0,788,829,848,990,53,53,47,47,41,142,,,
118,3,11,11,22,829,860,990,1110,53,56,47,44,41,142,,,
118,3,12,0,0,860,1017,1110,1107,56,31,44,69,64,90,lumpsum,93,ContinueTreaty
118,3,13,0,0,1017,1057,1107,1251,31,31,69,69,40,144,lumpsum,93,ContinueTreaty
118,3,14,0,0,1057,1098,1251,1395,31,31,69,69,40,144,lumpsum,93,NativeBroken
118,3,15,0,0,1098,1138,1395,1539,31,31,69,69,40,144,,,
118,3,16,40,14,1138,1138,1539,1668,31,53,69,47,40,144,,,
118,3,17,0,0,1138,1320,1668,1646,53,43,47,57,63,96,lumpsum,119,ContinueTreaty
118,3,18,0,0,1320,1373,1646,1768,43,43,57,57,54,123,lumpsum,119,MatchEnding
118,4,1,3,38,100,167,100,125,65,62,35,38,70,63,,,
118,4,2,0,0,167,363,125,70,62,42,38,58,68,72,lumpsum,127,ContinueTreaty
118,4,3,0,0,363,415,70,195,42,42,58,58,53,125,lumpsum,127,MatchEnding
119,1,1,3,39,100,167,100,124,65,62,35,38,70,63,,,
119,1,2,0,0,167,278,124,153,62,35,38,65,68,72,annuity,43,SettlerBroken
119,1,3,0,0,278,323,153,291,62,62,38,38,45,138,,,
119,1,4,4,35,323,364,291,394,62,60,38,40,45,138,,,
119,1,5,0,0,364,471,394,432,60,48,40,52,67,77,annuity,39,SettlerBroken
119,1,6,0,0,471,529,432,543,60,60,40,40,58,111,,,
119,1,7,6,31,529,582,543,623,60,59,40,41,58,111,,,
119,1,8,0,0,582,686,623,665,59,49,41,51,67,80,annuity,37,SettlerBroken
119,1,9,0,0,686,745,665,774,59,59,41,41,59,108,,,
119,1,10,5,30,745,799,774,852,59,59,41,41,59,108,,,
119,2,1,0,41,100,170,100,122,65,60,35,40,70,63,,,
119,2,2,0,0,170,277,122,159,60,31,40,69,67,77,annuity,40,SettlerBroken
119,2,3,0,0,277,318,159,303,60,60,40,40,40,144,,,
119,2,4,5,33,318,353,303,414,60,59,40,41,40,144,,,
119,2,5,0,0,353,457,414,457,59,48,41,52,67,81,annuity,37,SettlerBroken
119,2,6,0,0,457,515,457,568,59,59,41,41,58,111,,,
119,2,7,6,33,515,567,568,646,59,58,41,42,58,111,,,
119,2,8,0,0,567,671,646,691,58,36,42,64,66,82,annuity,37,SettlerBroken
119,2,9,0,0,671,717,691,827,58,58,42,42,46,136,,,
119,2,10,7,32,717,756,827,932,58,58,42,42,46,136,,,
119,2,11,0,0,756,859,932,978,58,38,42,62,66,83,annuity,37,SettlerBroken
119,2,12,0,0,859,907,978,1111,58,58,42,42,48,133,,,
119,2,13,1,31,907,954,1111,1213,58,56,42,44,48,133,,,
119,2,14,0,0,954,1050,1213,1273,56,47,44,53,64,90,annuity,31,SettlerBroken
119,2,15,0,0,1050,1107,1273,1386,56,56,44,44,57,113,,,
119,2,16,6,28,1107,1158,1386,1472,56,56,44,44,57,113,,,
119,2,17,0,0,1158,1255,1472,1530,56,50,44,50,65,89,annuity,32,SettlerBroken
119,2,18,0,0,1255,1315,1530,1635,56,56,44,44,60,106,,,
119,2,19,10,29,1315,1365,1635,1712,56,57,44,43,60,106,,,
119,2,20,0,0,1365,1466,1712,1762,57,42,43,58,66,85,annuity,36,MatchEnding
119,3,1,5,39,100,165,100,124,65,63,35,37,70,63,,,
119,3,2,0,0,165,278,124,150,63,40,37,60,69,70,annuity,44,SettlerBroken
119,3,3,0,0,278,329,150,279,63,63,37,37,51,129,,,
119,3,4,7,36,329,373,279,372,63,61,37,39,51,129,,,
119,3,5,0,0,373,483,372,403,61,30,39,70,68,74,annuity,43,BothBroken
119,3,6,0,0,483,522,403,548,61,61,39,39,39,145,,,
119,3,7,7,36,522,554,548,657,61,60,39,40,39,145,,,
119,3,8,0,0,554,663,657,693,60,33,40,67,67,77,annuity,41,SettlerBroken
119,3,9,0,0,663,706,693,834,60,60,40,40,43,141,,,
119,3,10,10,33,706,738,834,942,60,60,40,40,43,141,,,
119,3,11,8,32,738,797,942,986,60,60,40,40,68,76,,,
119,3,12,0,0,797,905,986,1022,60,48,40,52,67,77,annuity,40,SettlerBroken
119,3,13,0,0,905,963,1022,1133,60,60,40,40,58,111,,,
119,4,1,6,39,100,165,100,124,65,63,35,37,70,63,,,
119,4,2,0,0,165,279,124,148,63,44,37,56,69,69,annuity,45,BothBroken
119,4,3,0,0,279,333,148,269,63,63,37,37,55,121,,,
120,1,1,3,40,100,167,100,123,65,62,35,38,70,63,,,
120,1,2,0,0,167,366,123,64,62,46,38,54,69,72,lumpsum,131,SettlerBroken
120,1,3,0,0,366,422,64,180,62,62,38,38,57,116,,,
120,1,4,4,35,422,474,180,261,62,60,38,40,57,116,,,
120,1,5,0,0,474,660,261,220,60,32,40,68,67,77,lumpsum,118,ContinueTreaty
120,1,6,0,0,660,702,220,362,32,32,68,68,41,142,lumpsum,118,MatchEnding
120,2,1,4,42,100,167,100,121,65,62,35,38,70,63,,,
120,2,2,0,0,167,369,121,59,62,31,38,69,68,72,lumpsum,134,MatchEnding
120,3,1,2,35,100,168,100,128,65,62,35,38,70,63,,,
120,3,2,0,0,168,357,128,79,62,30,38,70,68,72,lumpsum,121,BothBroken
120,3,3,0,0,357,396,79,224,62,62,38,38,39,145,,,
120,4,1,7,38,100,163,100,125,65,63,35,37,70,63,,,
120,4,2,0,0,163,370,125,55,63,41,37,59,69,68,lumpsum,138,SettlerBroken
120,4,3,0,0,370,422,55,182,63,63,37,37,52,127,,,
120,4,4,5,36,422,468,182,273,63,61,37,39,52,127,,,
121,1,1,1,38,100,169,100,125,65,61,35,39,70,63,,,
121,1,2,0,0,169,359,125,77,61,45,39,55,68,74,lumpsum,122,MatchEnding
121,2,1,5,40,100,165,100,123,65,63,35,37,70,63,,,
121,2,2,0,0,165,370,123,57,63,47,37,53,69,70,lumpsum,136,SettlerBroken
121,2,3,0,0,370,427,57,170,63,63,37,37,57,113,,,
121,2,4,4,37,427,481,170,247,63,60,37,40,57,113,,,
121,2,5,0,0,481,669,247,203,60,46,40,54,67,77,lumpsum,120,SettlerBroken
121,2,6,0,0,669,725,203,319,60,60,40,40,57,116,,,
121,3,1,3,39,100,167,100,125,65,62,35,38,70,63,,,
121,3,2,0,0,167,364,125,67,62,48,38,52,69,71,lumpsum,129,MatchEnding
121,4,1,5,39,100,165,100,124,65,63,35,37,70,63,,,
121,4,2,0,0,165,368,124,61,63,45,37,55,69,70,lumpsum,133,ContinueTreaty
121,4,3,0,0,368,423,61,179,45,45,55,55,56,118,lumpsum,133,ContinueTreaty
121,4,4,0,0,423,479,179,297,45,45,55,55,56,118,lumpsum,133,NativeBroken
121,4,5,0,0,479,534,297,415,45,45,55,55,56,118,,,
121,4,6,20,19,534,570,415,514,45,53,55,47,56,118,,,
121,4,7,0,0,570,726,514,518,53,34,47,66,62,98,lumpsum,94,BothBroken
121,4,8,0,0,726,770,518,658,53,53,47,47,44,140,,,
122,1,1,6,34,100,164,100,129,65,63,35,37,70,63,,,
122,1,2,0,0,164,364,129,67,63,40,37,60,69,68,lumpsum,130,SettlerBroken
122,1,3,0,0,364,414,67,196,63,63,37,37,51,129,,,
122,1,4,2,37,414,462,196,288,63,60,37,40,51,129,,,
122,2,1,1,40,100,169,100,123,65,61,35,39,70,63,,,
122,2,2,0,0,169,361,123,73,61,36,39,64,68,74,lumpsum,125,ContinueTreaty
122,2,3,0,0,361,407,73,209,36,36,64,64,46,136,lumpsum,125,MatchEnding
122,3,1,2,36,100,169,100,127,65,62,35,38,70,63,,,
122,3,2,0,0,169,357,127,80,62,43,38,57,68,73,lumpsum,120,SettlerBroken
122,3,3,0,0,357,411,80,202,62,62,38,38,54,123,,,
122,3,4,5,33,411,459,202,292,62,60,38,40,54,123,,,
122,3,5,0,0,459,643,292,253,60,44,40,56,67,77,lumpsum,116,MatchEnding
122,4,1,7,41,100,164,100,122,65,63,35,37,70,63,,,
122,4,2,0,0,164,372,122,52,63,30,37,70,69,69,lumpsum,140,SettlerBroken
122,4,3,0,0,372,411,52,197,63,63,37,37,39,145,,,
122,4,4,5,34,411,445,197,308,63,61,37,39,39,145,,,
122,4,5,0,0,445,635,308,261,61,33,39,67,68,74,lumpsum,121,SettlerBroken
122,4,6,0,0,635,677,261,402,61,61,39,39,43,141,,,
123,1,1,3,38,100,167,100,125,65,62,35,38,70,63,,,
123,1,2,0,0,167,278,125,154,62,45,38,55,68,72,annuity,42,SettlerBroken
123,1,3,0,0,278,334,154,272,62,62,38,38,56,118,,,
123,1,4,8,33,334,381,272,357,62,61,38,39,56,118,,,
123,2,1,3,35,100,167,100,128,65,62,35,38,70,63,,,
123,2,2,0,0,167,277,128,158,62,46,38,54,69,71,annuity,41,SettlerBroken
123,2,3,0,0,277,333,158,274,62,62,38,38,57,116,,,
123,2,4,8,33,333,382,274,357,62,62,38,38,57,116,,,
123,2,5,0,0,382,492,357,388,62,40,38,60,68,73,annuity,42,MatchEnding
123,3,1,4,38,100,167,100,125,65,62,35,38,70,63,,,
123,3,2,0,0,167,278,125,154,62,37,38,63,69,71,annuity,43,SettlerBroken
123,3,3,0,0,278,325,154,288,62,62,38,38,47,135,,,
123,4,1,3,40,100,167,100,123,65,62,35,38,70,63,,,
123,4,2,0,0,167,279,123,152,62,36,38,64,68,72,annuity,43,MatchEnding
124,1,1,2,38,100,168,100,125,65,62,35,38,70,63,,,
124,2,1,2,41,100,168,100,123,65,61,35,39,70,63,,,
124,2,2,0,0,168,279,123,153,61,48,39,52,68,73,annuity,43,ContinueTreaty
124,2,3,0,0,279,380,153,221,48,48,52,52,58,111,annuity,43,ContinueTreaty
124,2,4,0,0,380,481,221,290,48,48,52,52,58,111,annuity,43,ContinueTreaty
124,2,5,0,0,481,582,290,358,48,48,52,52,58,111,annuity,43,ContinueTreaty
124,2,6,0,0,582,683,358,427,48,48,52,52,58,111,annuity,43,NativeBroken
124,2,7,0,0,683,741,427,538,48,48,52,52,58,111,,,
124,3,1,5,38,100,166,100,125,65,63,35,37,70,63,,,
124,3,2,0,0,166,278,125,151,63,47,37,53,69,70,annuity,44,NativeBroken
124,3,3,0,0,278,336,151,265,63,63,37,37,57,113,,,
124,3,4,4,35,336,389,265,344,63,61,37,39,57,113,,,
124,3,5,0,0,389,496,344,379,61,43,39,57,68,76,annuity,40,ContinueTreaty
124,3,6,0,0,496,590,379,462,43,43,57,57,54,123,annuity,40,MatchEnding
124,4,1,4,40,100,166,100,123,65,62,35,38,70,63,,,
124,4,2,0,0,166,279,123,149,62,39,38,61,69,71,annuity,45,ContinueTreaty
124,4,3,0,0,279,373,149,236,39,39,61,61,49,131,annuity,45,ContinueTreaty
124,4,4,0,0,373,467,236,322,39,39,61,61,49,131,annuity,45,ContinueTreaty
124,4,5,0,0,467,561,322,408,39,39,61,61,49,131,annuity,45,ContinueTreaty
124,4,6,0,0,561,655,408,495,39,39,61,61,49,131,annuity,45,ContinueTreaty
124,4,7,0,0,655,749,495,581,39,39,61,61,49,131,annuity,45,ContinueTreaty
124,4,8,0,0,749,843,581,668,39,39,61,61,49,131,annuity,45,NativeBroken
124,4,9,0,0,843,892,668,798,39,39,61,61,49,131,,,
125,1,1,5,41,100,165,100,122,65,62,35,38,70,63,,,
125,1,2,2,37,165,232,122,155,62,60,38,40,69,70,,,
125,1,3,6,38,232,292,155,196,60,59,40,41,67,79,,,
125,1,4,4,32,292,354,196,246,59,58,41,42,66,81,,,
125,1,5,7,29,354,413,246,302,58,58,42,42,66,85,,,
125,1,6,6,34,413,472,302,351,58,57,42,43,66,84,,,
125,2,1,8,39,100,163,100,124,65,63,35,37,70,63,,,
125,2,2,2,36,163,229,124,156,63,60,37,40,69,68,,,
125,2,3,7,32,229,290,156,200,60,60,40,40,68,76,,,
125,2,4,8,32,290,349,200,246,60,60,40,40,67,78,,,
125,2,5,4,32,349,411,246,292,60,59,40,41,67,78,,,
125,2,6,6,29,411,472,292,345,59,58,41,42,66,82,,,
125,2,7,9,30,472,529,345,397,58,59,42,41,66,83,,,
125,2,8,6,33,529,590,397,445,59,58,41,42,67,81,,,
125,2,9,6,29,590,650,445,499,58,58,42,42,66,83,,,
125,2,10,9,34,650,707,499,549,58,58,42,42,66,84,,,
125,2,11,5,30,707,768,549,601,58,57,42,43,66,83,,,
125,3,1,4,37,100,167,100,126,65,62,35,38,70,63,,,
125,3,2,3,37,167,233,126,160,62,60,38,40,69,71,,,
125,3,3,0,0,233,339,160,200,60,38,40,62,67,79,annuity,39,MatchEnding
125,4,1,2,40,100,168,100,123,65,62,35,38,70,63,,,
125,4,2,8,30,168,228,123,167,62,61,38,39,68,73,,,
125,4,3,6,38,228,290,167,203,61,60,39,40,68,74,,,
125,4,4,4,30,290,354,203,251,60,59,40,41,67,78,,,
125,4,5,6,33,354,414,251,299,59,58,41,42,66,82,,,
125,4,6,9,30,414,471,299,353,58,59,42,41,66,83,,,
125,4,7,6,32,471,531,353,403,59,58,41,42,66,82,,,
125,4,8,6,33,531,592,403,453,58,57,42,43,66,83,,,
125,4,9,6,31,592,652,453,507,57,57,43,43,66,85,,,
125,4,10,6,31,652,711,507,563,57,57,43,43,65,86,,,
125,4,11,7,30,711,769,563,619,57,57,43,43,65,86,,,
125,4,12,6,29,769,828,619,676,57,57,43,43,65,86,,,
125,4,13,13,28,828,881,676,733,57,59,43,41,66,85,,,
125,4,14,5,32,881,943,733,781,59,58,41,42,67,80,,,
125,4,15,8,28,943,1001,781,836,58,59,42,41,66,83,,,
126,1,1,8,38,100,162,100,125,65,63,35,37,70,63,,,
126,2,1,4,39,100,166,100,124,65,62,35,38,70,63,,,
126,2,2,0,0,166,279,124,150,62,46,38,54,69,71,annuity,44,ContinueTreaty
126,2,3,0,0,279,379,150,222,46,46,54,54,57,116,annuity,44,NativeBroken
126,2,4,0,0,379,436,222,338,46,46,54,54,57,116,,,
126,2,5,20,20,436,473,338,434,46,53,54,47,57,116,,,
126,2,6,0,0,473,567,434,498,53,33,47,67,63,97,annuity,32,ContinueTreaty
126,2,7,0,0,567,642,498,607,33,33,67,67,43,141,annuity,32,ContinueTreaty
126,2,8,0,0,642,717,607,716,33,33,67,67,43,141,annuity,32,ContinueTreaty
126,2,9,0,0,717,792,716,825,33,33,67,67,43,141,annuity,32,ContinueTreaty
126,2,10,0,0,792,867,825,934,33,33,67,67,43,141,annuity,32,MatchEnding
126,3,1,9,38,100,161,100,125,65,64,35,36,70,63,,,
126,3,2,0,0,161,278,125,145,64,45,36,55,69,67,annuity,47,ContinueTreaty
126,3,3,0,0,278,381,145,216,45,45,55,55,56,118,annuity,47,NativeBroken
126,3,4,0,0,381,436,216,334,45,45,55,55,56,118,,,
126,3,5,21,20,436,471,334,433,45,53,55,47,56,118,,,
126,3,6,0,0,471,566,433,498,53,42,47,58,62,98,annuity,32,ContinueTreaty
126,3,7,0,0,566,651,498,591,42,42,58,58,53,125,annuity,32,ContinueTreaty
126,3,8,0,0,651,736,591,683,42,42,58,58,53,125,annuity,32,ContinueTreaty
126,3,9,0,0,736,821,683,776,42,42,58,58,53,125,annuity,32,ContinueTreaty
126,3,10,0,0,821,906,776,868,42,42,58,58,53,125,annuity,32,NativeBroken
126,3,11,0,0,906,958,868,993,42,42,58,58,53,125,,,
126,3,12,26,16,958,985,993,1102,42,53,58,47,53,125,,,
126,3,13,0,0,985,1080,1102,1168,53,48,47,52,62,98,annuity,33,ContinueTreaty
126,3,14,0,0,1080,1171,1168,1246,48,48,52,52,58,111,annuity,33,ContinueTreaty
126,3,15,0,0,1171,1262,1246,1324,48,48,52,52,58,111,annuity,33,ContinueTreaty
126,3,16,0,0,1262,1353,1324,1403,48,48,52,52,58,111,annuity,33,ContinueTreaty
126,3,17,0,0,1353,1444,1403,1481,48,48,52,52,58,111,annuity,33,NativeBroken
126,3,18,0,0,1444,1502,1481,1592,48,48,52,52,58,111,,,
126,3,19,17,20,1502,1544,1592,1682,48,54,52,46,58,111,,,
126,3,20,0,0,1544,1638,1682,1747,54,32,46,68,63,96,annuity,31,MatchEnding
126,4,1,4,37,100,166,100,126,65,62,35,38,70,63,,,
126,4,2,0,0,166,278,126,154,62,49,38,51,69,71,annuity,43,ContinueTreaty
126,4,3,0,0,278,380,154,220,49,49,51,51,59,108,annuity,43,ContinueTreaty
126,4,4,0,0,380,481,220,286,49,49,51,51,59,108,annuity,43,ContinueTreaty
126,4,5,0,0,481,583,286,352,49,49,51,51,59,108,annuity,43,NativeBroken
126,4,6,0,0,583,642,352,460,49,49,51,51,59,108,,,
126,4,7,14,18,642,688,460,550,49,54,51,46,59,108,,,
126,4,8,0,0,688,780,550,616,54,35,46,65,63,95,annuity,29,ContinueTreaty
126,4,9,0,0,780,854,616,725,35,35,65,65,45,138,annuity,29,ContinueTreaty
126,4,10,0,0,854,928,725,834,35,35,65,65,45,138,annuity,29,ContinueTreaty
126,4,11,0,0,928,1002,834,943,35,35,65,65,45,138,annuity,29,ContinueTreaty
126,4,12,0,0,1002,1076,943,1052,35,35,65,65,45,138,annuity,29,MatchEnding
127,1,1,6,39,100,164,100,124,65,63,35,37,70,63,,,
127,1,2,0,0,164,369,124,57,63,43,37,57,69,69,lumpsum,136,MatchEnding
127,2,1,4,39,100,167,100,124,65,62,35,38,70,63,,,
127,3,1,6,36,100,164,100,127,65,63,35,37,70,63,,,
127,3,2,0,0,164,366,127,63,63,35,37,65,69,69,lumpsum,132,SettlerBroken
127,3,3,0,0,366,411,63,201,63,63,37,37,45,138,,,
127,3,4,4,34,411,451,201,305,63,61,37,39,45,138,,,
127,3,5,0,0,451,639,305,260,61,39,39,61,68,74,lumpsum,120,SettlerBroken
127,3,6,0,0,639,688,260,391,61,61,39,39,49,131,,,
127,3,7,4,34,688,733,391,488,61,60,39,40,49,131,,,
127,3,8,0,0,733,914,488,453,60,47,40,53,67,79,lumpsum,114,SettlerBroken
127,3,9,0,0,914,972,453,567,60,60,40,40,57,113,,,
127,3,10,4,37,972,1025,567,643,60,58,40,42,57,113,,,
127,3,11,0,0,1025,1205,643,613,58,34,42,66,66,84,lumpsum,113,SettlerBroken
127,3,12,0,0,1205,1248,613,753,58,58,42,42,44,140,,,
127,3,13,5,24,1248,1287,753,869,58,58,42,42,44,140,,,
127,3,14,0,0,1287,1448,869,858,58,44,42,56,66,84,lumpsum,95,SettlerBroken
127,3,15,0,0,1448,1502,858,978,58,58,42,42,55,121,,,
127,3,16,5,32,1502,1552,978,1067,58,57,42,43,55,121,,,
127,3,17,0,0,1552,1722,1067,1049,57,43,43,57,65,86,lumpsum,104,MatchEnding
127,4,1,1,40,100,169,100,123,65,61,35,39,70,63,,,
127,4,2,0,0,169,361,123,73,61,36,39,64,68,74,lumpsum,124,SettlerBroken
127,4,3,0,0,361,407,73,209,61,61,39,39,46,136,,,
127,4,4,2,36,407,452,209,310,61,58,39,42,46,136,,,
127,4,5,0,0,452,627,310,283,58,43,42,57,66,82,lumpsum,109,MatchEnding
128,1,1,4,37,100,167,100,126,65,62,35,38,70,63,,,
128,1,2,0,0,167,363,126,69,62,49,38,51,69,71,lumpsum,127,SettlerBroken
128,1,3,0,0,363,422,69,178,62,62,38,38,59,108,,,
128,1,4,6,35,422,475,178,251,62,61,38,39,59,108,,,
128,1,5,0,0,475,667,251,202,61,43,39,57,68,75,lumpsum,124,BothBroken
128,1,6,0,0,667,720,202,325,61,61,39,39,54,123,,,
128,1,7,7,34,720,767,325,414,61,60,39,40,54,123,,,
128,2,1,6,37,100,164,100,126,65,63,35,37,70,63,,,
128,2,2,0,0,164,367,126,61,63,32,37,68,69,69,lumpsum,134,ContinueTreaty
128,2,3,0,0,367,409,61,203,32,32,68,68,41,142,lumpsum,134,MatchEnding
128,3,1,1,40,100,169,100,123,65,61,35,39,70,63,,,
128,3,2,0,0,169,361,123,74,61,39,39,61,68,75,lumpsum,124,SettlerBroken
128,3,3,0,0,361,410,74,205,61,61,39,39,49,131,,,
128,3,4,7,35,410,453,205,301,61,60,39,40,49,131,,,
128,3,5,0,0,453,641,301,257,60,44,40,56,67,78,lumpsum,121,ContinueTreaty
128,3,6,0,0,641,696,257,378,44,44,56,56,55,121,lumpsum,121,MatchEnding
128,4,1,1,37,100,169,100,126,65,61,35,39,70,63,,,
128,4,2,0,0,169,357,126,81,61,30,39,70,68,74,lumpsum,119,BothBroken
128,4,3,0,0,357,395,81,226,61,61,39,39,39,145,,,
128,4,4,5,35,395,429,226,337,61,60,39,40,39,145,,,
128,4,5,0,0,429,614,337,298,60,35,40,65,67,78,lumpsum,117,ContinueTreaty
128,4,6,0,0,614,659,298,436,35,35,65,65,45,138,lumpsum,117,ContinueTreaty
128,4,7,0,0,659,704,436,573,35,35,65,65,45,138,lumpsum,117,SettlerBroken
128,4,8,0,0,704,749,573,711,35,35,65,65,45,138,,,
128,4,9,41,10,749,753,711,839,35,54,65,46,45,138,,,
128,4,10,8,26,753,808,839,908,54,56,46,44,63,94,,,
129,1,1,3,39,100,167,100,124,65,62,35,38,70,63,,,
129,1,2,0,0,167,279,124,153,62,31,38,69,68,72,annuity,43,BothBroken
129,1,3,0,0,279,319,153,296,62,62,38,38,40,144,,,
129,1,4,8,31,319,351,296,409,62,61,38,39,40,144,,,
129,1,5,0,0,351,460,409,442,61,49,39,51,68,74,annuity,41,BothBroken
129,1,6,0,0,460,519,442,550,61,61,39,39,59,108,,,
129,1,7,6,37,519,572,550,622,61,60,39,40,59,108,,,
129,1,8,0,0,572,681,622,658,60,39,40,61,67,78,annuity,41,SettlerBroken
129,1,9,0,0,681,730,658,789,60,60,40,40,49,131,,,
129,1,10,9,32,730,770,789,888,60,60,40,40,49,131,,,
129,1,11,0,0,770,878,888,925,60,39,40,61,67,77,annuity,40,SettlerBroken
129,1,12,0,0,878,928,925,1056,60,60,40,40,49,131,,,
129,2,1,4,38,100,167,100,125,65,62,35,38,70,63,,,
129,2,2,0,0,167,278,125,153,62,32,38,68,69,71,annuity,43,SettlerBroken
129,2,3,0,0,278,320,153,295,62,62,38,38,41,142,,,
129,3,1,4,40,100,166,100,123,65,62,35,38,70,63,,,
129,4,1,3,39,100,167,100,124,65,62,35,38,70,63,,,
129,4,2,0,0,167,279,124,152,62,38,38,62,68,72,annuity,43,SettlerBroken
129,4,3,0,0,279,327,152,285,62,62,38,38,48,133,,,
129,4,4,4,36,327,371,285,381,62,60,38,40,48,133,,,
129,4,5,0,0,371,478,381,419,60,38,40,62,67,77,annuity,40,BothBroken
129,4,6,0,0,478,527,419,551,60,60,40,40,48,133,,,
129,4,7,8,35,527,567,551,650,60,60,40,40,48,133,,,
129,4,8,0,0,567,675,650,688,60,37,40,63,67,79,annuity,40,MatchEnding
130,1,1,4,41,100,166,100,122,65,62,35,38,70,63,,,
130,1,2,0,0,166,279,122,148,62,50,38,50,69,71,annuity,45,ContinueTreaty
130,1,3,0,0,279,384,148,209,50,50,50,50,60,106,annuity,45,NativeBroken
130,1,4,0,0,384,444,209,315,50,50,50,50,60,106,,,
130,1,5,15,20,444,489,315,401,50,55,50,45,60,106,,,
130,1,6,0,0,489,584,401,462,55,30,45,70,64,93,annuity,31,ContinueTreaty
130,1,7,0,0,584,655,462,576,30,30,70,70,39,145,annuity,31,ContinueTreaty
130,1,8,0,0,655,725,576,690,30,30,70,70,39,145,annuity,31,ContinueTreaty
130,1,9,0,0,725,795,690,803,30,30,70,70,39,145,annuity,31,NativeBroken
130,1,10,0,0,795,834,803,948,30,30,70,70,39,145,,,
130,2,1,1,38,100,169,100,125,65,61,35,39,70,63,,,
130,2,2,0,0,169,277,125,159,61,33,39,67,68,74,annuity,41,ContinueTreaty
130,2,3,0,0,277,361,159,259,33,33,67,67,43,141,annuity,41,ContinueTreaty
130,2,4,0,0,361,444,259,360,33,33,67,67,43,141,annuity,41,NativeBroken
130,2,5,0,0,444,486,360,501,33,33,67,67,43,141,,,
130,2,6,43,11,486,486,501,630,33,54,67,46,43,141,,,
130,2,7,0,0,486,590,630,684,54,42,46,58,64,94,annuity,40,NativeBroken
130,2,8,0,0,590,643,684,808,54,54,46,46,53,125,,,
130,2,9,8,29,643,687,808,904,54,56,46,44,53,125,,,
130,2,10,0,0,687,785,904,961,56,50,44,50,64,90,annuity,33,MatchEnding
130,3,1,2,36,100,168,100,127,65,62,35,38,70,63,,,
130,3,2,0,0,168,277,127,160,62,30,38,70,68,73,annuity,40,ContinueTreaty
130,3,3,0,0,277,356,160,264,30,30,70,70,39,145,annuity,40,ContinueTreaty
130,3,4,0,0,356,435,264,369,30,30,70,70,39,145,annuity,40,MatchEnding
130,4,1,4,37,100,167,100,126,65,62,35,38,70,63,,,
130,4,2,0,0,167,278,126,155,62,39,38,61,69,71,annuity,42,NativeBroken
130,4,3,0,0,278,327,155,286,62,62,38,38,49,131,,,
130,4,4,3,35,327,373,286,382,62,60,38,40,49,131,,,
130,4,5,0,0,373,479,382,421,60,39,40,61,67,77,annuity,39,MatchEnding
131,1,1,3,37,100,167,100,126,65,62,35,38,70,63,,,
131,1,2,6,34,167,230,126,163,62,61,38,39,69,71,,,
131,1,3,4,33,230,293,163,206,61,59,39,41,68,76,,,
131,1,4,5,33,293,355,206,253,59,58,41,42,67,80,,,
131,1,5,7,31,355,415,253,305,58,58,42,42,66,83,,,
131,1,6,7,30,415,474,305,358,58,58,42,42,66,83,,,
131,1,7,5,30,474,535,358,412,58,57,42,43,66,84,,,
131,1,8,8,29,535,592,412,468,57,58,43,42,66,85,,,
131,2,1,5,39,100,165,100,124,65,63,35,37,70,63,,,
131,2,2,1,32,165,233,124,162,63,59,37,41,69,70,,,
131,2,3,11,28,233,289,162,214,59,60,41,40,67,79,,,
